CX_US02209SAM52_USD,US02209SAM52,ALTRIA GROUP INC,Consumer Non-Cyclical,Corporate,Industrials,99.1307 USD,CX_US02209SAM52_USD,02209SAM5=RRPS,US,"Altria Group, Inc."
CX_US370334BZ69_USD,US370334BZ69,GENERAL MILLS INC,Consumer Non-Cyclical,Corporate,Industrials,99.1351 USD,CX_US370334BZ69_USD,370334BZ6=RRPS,US,"GENERAL MILLS, INC."
CX_US912828J439_USD,US912828J439,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.1406 USD,CX_US912828J439_USD,912828J43=RRPS,US,Federal Government of United States of America
CX_US59156RBD98_USD,US59156RBD98,METLIFE INC,Insurance,Corporate,Financials,99.1413 USD,CX_US59156RBD98_USD,59156RBD9=RRPS,US,"METLIFE, INC."
CX_US67066GAD60_USD,US67066GAD60,NVIDIA CORPORATION,Technology,Corporate,Industrials,99.1422 USD,CX_US67066GAD60_USD,67066GAD6=RRPS,US,NVIDIA CORPORATION
CX_US674599CE35_USD,US674599CE35,OCCIDENTAL PETROLEUM CORP,Energy,Corporate,Industrials,99.1472 USD,CX_US674599CE35_USD,674599CE3=RRPS,US,OCCIDENTAL PETROLEUM CORPORATION
CX_US35671DBG97_USD,US35671DBG97,FREEPORT-MCMORAN COPPER & GOLD INC,Basic Industry,Corporate,Industrials,99.1536 USD,CX_US35671DBG97_USD,35671DBG9=RRPS,US,FREEPORT-MCMORAN INC.
CX_US037833AK68_USD,US037833AK68,APPLE INC,Technology,Corporate,Industrials,99.1565 USD,CX_US037833AK68_USD,037833AK6=RRPS,US,APPLE INC.
CX_US06406HDA41_USD,US06406HDA41,BANK OF NEW YORK MELLON CORP MTN,Banking,Corporate,Financials,99.1814 USD,CX_US06406HDA41_USD,06406HDA4=RRPS,US,THE BANK OF NEW YORK MELLON CORPORATION
CX_US29103DAJ54_USD,US29103DAJ54,EMERA US FINANCE LP,Electric,Corporate,Financials,99.1818 USD,CX_US29103DAJ54_USD,29103DAJ5=RRPS,US,EMERA US FINANCE LP
CX_US931427AQ19_USD,US931427AQ19,WALGREENS BOOTS ALLIANCE INC,Consumer Cyclical,Corporate,Services,99.1843 USD,CX_US931427AQ19_USD,931427AQ1=RRPS,US,"WALGREENS BOOTS ALLIANCE, INC."
CX_US031162BY57_USD,US031162BY57,AMGEN INC,Consumer Non-Cyclical,Corporate,Services,99.1973 USD,CX_US031162BY57_USD,031162BY5=RRPS,US,AMGEN INC.
CX_US38145GAH39_USD,US38145GAH39,GOLDMAN SACHS GROUP INC/THE,Banking,Corporate,Financials,99.1983 USD,CX_US38145GAH39_USD,38145GAH3=RRPS,US,"THE GOLDMAN SACHS GROUP, INC."
CX_US257867BB61_USD,US257867BB61,RR DONNELLEY & SONS CO,Communications,Corporate,Services,99.2 USD,CX_US257867BB61_USD,257867BB6=RRPS,US,R. R. DONNELLEY & SONS COMPANY
CX_US00287YAU38_USD,US00287YAU38,ABBVIE INC,Consumer Non-Cyclical,Corporate,Services,99.2232 USD,CX_US00287YAU38_USD,00287YAU3=RRPS,US,ABBVIE INC.
CX_US713448CT37_USD,US713448CT37,PEPSICO INC,Consumer Non-Cyclical,Corporate,Industrials,99.2342 USD,CX_US713448CT37_USD,713448CT3=RRPS,US,"Pepsico, Inc."
CX_US912828UQ10_USD,US912828UQ10,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.25 USD,CX_US912828UQ10_USD,912828UQ1=RRPS,US,Federal Government of United States of America
CX_US75281AAZ21_USD,US75281AAZ21,RANGE RESOURCES CORPORATION 144A,Energy,Corporate,Industrials,99.25 USD,CX_US75281AAZ21_USD,75281AAZ2=RRPS,US,RANGE RESOURCES CORPORATION
CX_US69353REK05_USD,US69353REK05,PNC BANK NATIONAL ASSOCIATION,Banking,Corporate,Financials,99.2575 USD,CX_US69353REK05_USD,69353REK0=RRPS,US,"PNC BANK, NATIONAL ASSOCIATION"
CX_US37247DAP15_USD,US37247DAP15,GENWORTH FINANCIAL INC,Insurance,Corporate,Financials,99.2618 USD,CX_US37247DAP15_USD,37247DAP1=RRPS,US,"GENWORTH FINANCIAL, INC."
CX_US172967JP75_USD,US172967JP75,CITIGROUP INC,Banking,Corporate,Financials,99.2709 USD,CX_US172967JP75_USD,172967JP7=RRPS,US,CITIGROUP INC.
CX_US912828L575_USD,US912828L575,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.2768 USD,CX_US912828L575_USD,912828L57=RRPS,US,Federal Government of United States of America
CX_US912828UV05_USD,US912828UV05,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.2818 USD,CX_US912828UV05_USD,912828UV0=RRPS,US,Federal Government of United States of America
CX_US46625HKC33_USD,US46625HKC33,JPMORGAN CHASE & CO,Banking,Corporate,Financials,99.2907 USD,CX_US46625HKC33_USD,46625HKC3=RRPS,US,JPMORGAN CHASE & CO.
CX_US629377CB63_USD,US629377CB63,NRG ENERGY INC 144A,Electric,Corporate,Utilities,99.2913 USD,CX_US629377CB63_USD,629377CB6=RRPS,US,"NRG ENERGY, INC."
CX_US912828L245_USD,US912828L245,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.2969 USD,CX_US912828L245_USD,912828L24=RRPS,US,Federal Government of United States of America
CX_US594918AT18_USD,US594918AT18,MICROSOFT CORPORATION,Technology,Corporate,Industrials,99.3019 USD,CX_US594918AT18_USD,594918AT1=RRPS,US,MICROSOFT CORPORATION
CX_US316773CM07_USD,US316773CM07,FIFTH THIRD BANCORP DEPOSITARY SHA,Banking,Corporate,Financials,99.3217 USD,CX_US316773CM07_USD,316773CM0=RRPS,US,FIFTH THIRD BANCORP
CX_US263534CJ63_USD,US263534CJ63,EI DU PONT DE NEMOURS & CO,Basic Industry,Corporate,Industrials,99.3448 USD,CX_US263534CJ63_USD,263534CJ6=RRPS,US,E. I. DU PONT DE NEMOURS AND COMPANY
CX_US166764BL33_USD,US166764BL33,CHEVRON CORP,Energy,Corporate,Industrials,99.3464 USD,CX_US166764BL33_USD,166764BL3=RRPS,US,CHEVRON CORPORATION
CX_US58933YAR62_USD,US58933YAR62,MERCK & CO INC,Consumer Non-Cyclical,Corporate,Services,99.3504 USD,CX_US58933YAR62_USD,58933YAR6=RRPS,US,"MERCK & CO., INC."
CX_US86562MAH34_USD,US86562MAH34,SUMITOMO MITSUI FINANCIAL GROUP IN,Banking,Corporate,Financials,99.3641 USD,CX_US86562MAH34_USD,86562MAH3=RRPS,JP,"Sumitomo Mitsui Financial Group, Inc."
CX_US30231GAF90_USD,US30231GAF90,EXXON MOBIL CORP,Energy,Corporate,Industrials,99.3661 USD,CX_US30231GAF90_USD,30231GAF9=RRPS,US,EXXON MOBIL CORPORATION
CX_US263534CK37_USD,US263534CK37,E I DU PONT DE NEMOURS AND CO,Basic Industry,Corporate,Industrials,99.3694 USD,CX_US263534CK37_USD,263534CK3=RRPS,US,E. I. DU PONT DE NEMOURS AND COMPANY
CX_US91159HHM51_USD,US91159HHM51,US BANCORP MTN,Banking,Corporate,Financials,99.382 USD,CX_US91159HHM51_USD,91159HHM5=RRPS,US,U.S. BANCORP
CX_US626717AF90_USD,US626717AF90,MURPHY OIL CORP,Energy,Corporate,Industrials,99.3858 USD,CX_US626717AF90_USD,626717AF9=RRPS,US,MURPHY OIL CORPORATION
CX_US31677QBG38_USD,US31677QBG38,FIFTH THIRD BANK (OHIO),Banking,Corporate,Financials,99.4053 USD,CX_US31677QBG38_USD,31677QBG3=RRPS,US,FIFTH THIRD BANK
CX_US912828SV33_USD,US912828SV33,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.4138 USD,CX_US912828SV33_USD,912828SV3=RRPS,US,Federal Government of United States of America
CX_US53944YAD58_USD,US53944YAD58,LLOYDS BANKING GROUP PLC,Banking,Corporate,Financials,99.4181 USD,CX_US53944YAD58_USD,53944YAD5=RRPS,GB,LLOYDS BANKING GROUP PLC
CX_US717081EA70_USD,US717081EA70,PFIZER INC,Consumer Non-Cyclical,Corporate,Services,99.4204 USD,CX_US717081EA70_USD,717081EA7=RRPS,US,PFIZER INC.
CX_US94974BGT17_USD,US94974BGT17,WELLS FARGO & COMPANY,Banking,Corporate,Financials,99.4222 USD,CX_US94974BGT17_USD,94974BGT1=RRPS,US,"WELLS FARGO BANK, NATIONAL ASSOCIATION"
CX_US75606DAE13_USD,US75606DAE13,REALOGY GROUP LLC / REALOGY CO ISS 144A,Consumer Cyclical,Corporate,Services,99.4281 USD,CX_US75606DAE13_USD,75606DAE1=RRPS,US,REALOGY GROUP LLC
CX_US03523TBP21_USD,US03523TBP21,ANHEUSER-BUSCH INBEV WORLDWIDE INC,Consumer Non-Cyclical,Corporate,Financials,99.4288 USD,CX_US03523TBP21_USD,03523TBP2=RRPS,US,ANHEUSER-BUSCH INBEV WORLDWIDE INC.
CX_US97381WAU80_USD,US97381WAU80,WINDSTREAM CORP,Communications,Corporate,Utilities,99.4375 USD,CX_US97381WAU80_USD,97381WAU8=RRPS,US,"WINDSTREAM SERVICES, LLC"
CX_US34959JAB44_USD,US34959JAB44,FORTIVE CORP 144A,Capital Goods,Corporate,Industrials,99.4484 USD,CX_US34959JAB44_USD,34959JAB4=RRPS,US,FORTIVE CORPORATION
CX_US05253JAM36_USD,US05253JAM36,AUSTRALIA AND NEW ZEALAND BANKING MTN,Banking,Corporate,Financials,99.456 USD,CX_US05253JAM36_USD,05253JAM3=RRPS,US,Australia and New Zealand Banking Group Limited
CX_US55303XAA37_USD,US55303XAA37,MGM GROWTH PROPERTIES OPERATING PA 144A,Consumer Cyclical,Corporate,Financials,99.4625 USD,CX_US55303XAA37_USD,55303XAA3=RRPS,US,MGM GROWTH PROPERTIES OPERATING PARTNERSHIP LP
CX_US25179MAN39_USD,US25179MAN39,DEVON ENERGY CORP,Energy,Corporate,Industrials,99.4627 USD,CX_US25179MAN39_USD,25179MAN3=RRPS,US,DEVON ENERGY CORPORATION
CX_US05578DAR35_USD,US05578DAR35,BPCE SA MTN,Banking,Corporate,Financials,99.4736 USD,CX_US05578DAR35_USD,05578DAR3=RRPS,FR,BPCE S.A.
CX_US126650BZ20_USD,US126650BZ20,CVS CAREMARK CORP,Consumer Cyclical,Corporate,Services,99.4833 USD,CX_US126650BZ20_USD,126650BZ2=RRPS,US,CVS HEALTH CORPORATION
CX_US165167CF27_USD,US165167CF27,CHESAPEAKE ENERGY CORPORATION,Energy,Corporate,Industrials,99.4892 USD,CX_US165167CF27_USD,165167CF2=RRPS,US,CHESAPEAKE ENERGY CORPORATION
CX_US50247WAB37_USD,US50247WAB37,LYB INTERNATIONAL FINANCE II BV,Basic Industry,Corporate,Financials,99.5 USD,CX_US50247WAB37_USD,50247WAB3=RRPS,NL,LYB International Finance II B.V.
CX_US031162BZ23_USD,US031162BZ23,AMGEN INC,Consumer Non-Cyclical,Corporate,Services,99.5063 USD,CX_US031162BZ23_USD,031162BZ2=RRPS,US,AMGEN INC.
CX_US172967KU42_USD,US172967KU42,CITIGROUP INC,Banking,Corporate,Financials,99.5094 USD,CX_US172967KU42_USD,172967KU4=RRPS,US,CITIGROUP INC.
CX_US59156RBN70_USD,US59156RBN70,METLIFE INC,Insurance,Corporate,Financials,99.5171 USD,CX_US59156RBN70_USD,59156RBN7=RRPS,US,"METLIFE, INC."
CX_US92343VDN10_USD,US92343VDN10,VERIZON COMMUNICATIONS INC 144A,Communications,Corporate,Utilities,99.5282 USD,CX_US92343VDN10_USD,92343VDN1=RRPS,US,VERIZON COMMUNICATIONS INC.
CX_US478160BS27_USD,US478160BS27,JOHNSON & JOHNSON,Consumer Non-Cyclical,Corporate,Services,99.5318 USD,CX_US478160BS27_USD,478160BS2=RRPS,US,JOHNSON & JOHNSON
CX_US17275RBC51_USD,US17275RBC51,CISCO SYSTEMS INC,Technology,Corporate,Industrials,99.5357 USD,CX_US17275RBC51_USD,17275RBC5=RRPS,US,"CISCO SYSTEMS, INC."
CX_US20854PAL31_USD,US20854PAL31,CONSOL ENERGY INC,Energy,Corporate,Industrials,99.5455 USD,CX_US20854PAL31_USD,20854PAL3=RRPS,US,CONSOL ENERGY INC.
CX_US156700AZ93_USD,US156700AZ93,CENTURYLINK INC,Communications,Corporate,Utilities,99.5469 USD,CX_US156700AZ93_USD,156700AZ9=RRPS,US,"CENTURYLINK, INC."
CX_US912828L658_USD,US912828L658,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.5579 USD,CX_US912828L658_USD,912828L65=RRPS,US,Federal Government of United States of America
CX_US912828W481_USD,US912828W481,TREASURY NOTE (OTR),Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.5781 USD,CX_US912828W481_USD,US7YT=RRPS,US,Federal Government of United States of America
CX_US66989HAM07_USD,US66989HAM07,NOVARTIS CAPITAL CORP,Consumer Non-Cyclical,Corporate,Financials,99.5815 USD,CX_US66989HAM07_USD,66989HAM0=RRPS,US,NOVARTIS CAPITAL CORPORATION
CX_US61746BEF94_USD,US61746BEF94,MORGAN STANLEY,Banking,Corporate,Financials,99.5884 USD,CX_US61746BEF94_USD,61746BEF9=RRPS,US,MORGAN STANLEY
CX_US912828J504_USD,US912828J504,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.5937 USD,CX_US912828J504_USD,912828J50=RRPS,US,Federal Government of United States of America
CX_US166764BK59_USD,US166764BK59,CHEVRON CORP,Energy,Corporate,Industrials,99.5991 USD,CX_US166764BK59_USD,166764BK5=RRPS,US,CHEVRON CORPORATION
CX_US912828M565_USD,US912828M565,TREASURY NOTE,Treasuries,Govt/Treasury/Central Bank,Government Notes/Bonds,99.6057 USD,CX_US912828M565_USD,912828M56=,US,Federal Government of United States of America
CX_US06051GGB95_USD,US06051GGB95,BANK OF AMERICA CORP,Banking,Corporate,Financials,99.6076 USD,CX_US06051GGB95_USD,06051GGB9=RRPS,US,BANK OF AMERICA CORPORATION
CX_US00912XAT19_USD,US00912XAT19,AIR LEASE CORPORATION,Finance Companies,Corporate,Industrials,99.6083 USD,CX_US00912XAT19_USD,00912XAT1=RRPS,US,AIR LEASE CORPORATION
CX_US025816BD05_USD,US025816BD05,AMERICAN EXPRESS CO,Banking,Corporate,Financials,99.6214 USD,CX_US025816BD05_USD,025816BD0=RRPS,US,AMERICAN EXPRESS COMPANY
CX_US887317AX33_USD,US887317AX33,TIME WARNER INC,Communications,Corporate,Services,99.6433 USD,CX_US887317AX33_USD,887317AX3=RRPS,US,TIME WARNER INC.
CX_US65504LAN73_USD,US65504LAN73,NOBLE HOLDING INTERNATIONAL LTD,Energy,Corporate,Financials,99.6442 USD,CX_US65504LAN73_USD,65504LAN7=RRPS,KY,NOBLE HOLDING INTERNATIONAL LIMITED
CX_US501044DG38_USD,US501044DG38,KROGER CO,Consumer Non-Cyclical,Corporate,Services,99.6556 USD,CX_US501044DG38_USD,501044DG3=RRPS,US,THE KROGER CO.
CX_US131347CJ36_USD,US131347CJ36,CALPINE CORP,Electric,Corporate,Financials,99.6625 USD,CX_US131347CJ36_USD,131347CJ3=RRPS,US,CALPINE CORPORATION
CX_US212015AL58_USD,US212015AL58,CONTINENTAL RESOURCES INC,Energy,Corporate,Industrials,99.6625 USD,CX_US212015AL58_USD,212015AL5=RRPS,US,"CONTINENTAL RESOURCES, INC."
CX_US68389XBC83_USD,US68389XBC83,ORACLE CORPORATION,Technology,Corporate,Services,99.6809 USD,CX_US68389XBC83_USD,68389XBC8=RRPS,US,ORACLE CORPORATION
